Unnamed: 0,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
71451,79351,Female,Loyal Customer,11,Personal Travel,Eco,1029,4,4,4,3,3,4,5,3,5,3,4,3,4,3,0,0.0,neutral or dissatisfied
82334,100039,Female,disloyal Customer,36,Business travel,Eco,281,3,0,3,3,1,3,1,1,2,5,4,4,2,1,1,1.0,neutral or dissatisfied
92191,75151,Male,Loyal Customer,45,Business travel,Eco,1726,1,5,5,5,2,1,2,2,3,3,4,2,4,2,102,90.0,neutral or dissatisfied
97527,26190,Male,Loyal Customer,41,Business travel,Eco,515,2,3,3,3,3,2,3,3,2,2,4,3,3,3,98,98.0,neutral or dissatisfied
42024,86994,Female,Loyal Customer,65,Personal Travel,Eco,907,3,4,3,1,5,5,5,1,1,3,1,5,1,4,8,6.0,neutral or dissatisfied
3329,108271,Female,Loyal Customer,7,Personal Travel,Eco,895,3,4,3,3,3,3,3,3,1,1,4,2,3,3,1,0.0,neutral or dissatisfied
35439,127827,Female,Loyal Customer,37,Personal Travel,Eco,1262,3,5,3,2,1,3,1,1,3,2,3,5,5,1,0,23.0,neutral or dissatisfied
19109,83101,Male,Loyal Customer,16,Personal Travel,Eco,1084,4,3,3,3,3,3,3,3,4,4,3,1,2,3,0,0.0,neutral or dissatisfied
34480,83626,Female,Loyal Customer,19,Personal Travel,Eco,409,2,5,2,3,4,2,4,4,5,2,5,3,4,4,0,0.0,neutral or dissatisfied
56540,86582,Female,Loyal Customer,59,Business travel,Eco,1269,2,4,4,4,5,3,4,2,2,2,2,3,2,1,0,0.0,neutral or dissatisfied
24838,52614,Female,disloyal Customer,59,Business travel,Eco,160,1,4,1,4,1,1,1,1,3,1,4,2,3,1,0,0.0,neutral or dissatisfied
5978,65986,Male,Loyal Customer,10,Personal Travel,Eco,1372,4,4,4,3,3,4,1,3,4,4,3,4,4,3,0,0.0,neutral or dissatisfied
65297,72194,Male,Loyal Customer,13,Personal Travel,Eco,594,5,4,5,3,4,5,4,4,5,4,4,5,3,4,0,0.0,satisfied
13288,123833,Female,Loyal Customer,53,Business travel,Eco,544,2,2,2,2,4,3,4,2,2,2,2,2,2,4,0,0.0,neutral or dissatisfied
33926,102469,Female,Loyal Customer,22,Personal Travel,Eco,414,1,0,1,5,2,1,2,2,4,2,3,4,4,2,5,0.0,neutral or dissatisfied
42850,46966,Male,Loyal Customer,56,Personal Travel,Eco,848,3,4,3,2,2,3,2,2,5,3,2,5,2,2,0,0.0,neutral or dissatisfied
42302,112184,Male,Loyal Customer,49,Personal Travel,Eco,895,1,2,1,2,1,1,1,1,3,5,2,3,3,1,1,0.0,neutral or dissatisfied
30532,76591,Male,disloyal Customer,29,Business travel,Eco,534,3,2,3,3,5,3,5,5,2,3,4,4,3,5,0,0.0,neutral or dissatisfied
29818,126279,Female,Loyal Customer,62,Personal Travel,Eco,468,3,4,3,3,5,4,5,3,3,3,3,3,3,3,0,6.0,neutral or dissatisfied
27840,56360,Female,Loyal Customer,34,Personal Travel,Eco,200,3,1,3,3,3,3,3,3,5,4,4,4,5,3,0,0.0,neutral or dissatisfied
94872,55475,Male,Loyal Customer,36,Personal Travel,Eco,1825,1,4,2,4,1,2,1,1,4,3,4,4,1,1,0,0.0,neutral or dissatisfied
16750,90951,Male,disloyal Customer,21,Business travel,Eco,406,2,2,2,3,1,2,1,1,1,2,3,1,4,1,5,0.0,neutral or dissatisfied
62096,54082,Female,Loyal Customer,69,Business travel,Eco,1016,2,3,3,3,1,4,3,2,2,2,2,2,2,2,0,0.0,neutral or dissatisfied
54834,3810,Male,disloyal Customer,22,Business travel,Eco,650,5,0,5,2,2,5,4,2,5,3,5,3,4,2,39,36.0,satisfied
60838,12949,Female,Loyal Customer,32,Personal Travel,Eco,359,3,4,3,1,2,3,2,2,5,4,5,5,5,2,0,0.0,neutral or dissatisfied
16154,75075,Female,Loyal Customer,61,Personal Travel,Eco,2611,1,2,1,4,3,3,3,1,1,1,4,2,1,2,0,9.0,neutral or dissatisfied
23478,13532,Female,disloyal Customer,21,Business travel,Eco,227,3,3,3,3,1,3,1,1,1,1,4,4,4,1,0,0.0,neutral or dissatisfied
86672,40626,Female,Loyal Customer,51,Personal Travel,Eco,411,1,4,1,3,3,4,5,3,3,1,3,3,3,4,0,0.0,neutral or dissatisfied
67109,50956,Male,Loyal Customer,32,Personal Travel,Eco,156,4,4,4,1,2,4,2,2,3,4,5,5,5,2,0,0.0,neutral or dissatisfied
74650,92478,Male,Loyal Customer,48,Business travel,Eco,1919,3,4,4,4,3,3,3,3,1,3,2,4,3,3,0,5.0,neutral or dissatisfied
45144,35816,Male,Loyal Customer,26,Business travel,Eco,937,5,1,1,1,5,5,4,5,3,3,2,1,5,5,0,0.0,satisfied
86746,96539,Male,Loyal Customer,46,Personal Travel,Eco,302,2,5,2,3,3,2,3,3,5,3,4,4,5,3,64,69.0,neutral or dissatisfied
45956,65588,Female,disloyal Customer,21,Business travel,Eco,175,1,3,0,4,5,0,5,5,3,2,4,1,3,5,0,0.0,neutral or dissatisfied
85231,128520,Female,Loyal Customer,11,Personal Travel,Eco,647,2,1,1,3,3,1,5,3,1,1,4,4,3,3,3,0.0,neutral or dissatisfied
37784,64577,Female,disloyal Customer,22,Business travel,Eco,551,1,0,1,2,5,1,5,5,3,5,5,3,4,5,0,0.0,neutral or dissatisfied
64006,89158,Male,Loyal Customer,33,Personal Travel,Eco,2139,1,5,0,3,5,0,5,5,5,5,3,3,5,5,0,0.0,neutral or dissatisfied
47767,94921,Female,Loyal Customer,52,Business travel,Eco,248,4,2,2,2,3,2,3,4,4,4,4,1,4,3,0,0.0,satisfied
16737,5012,Female,Loyal Customer,39,Personal Travel,Eco,502,2,5,3,3,2,3,2,2,4,2,5,3,4,2,0,38.0,neutral or dissatisfied
102911,108182,Male,Loyal Customer,56,Personal Travel,Eco,990,3,5,3,3,3,3,3,3,3,4,5,3,4,3,1,1.0,neutral or dissatisfied
67046,47479,Female,Loyal Customer,17,Personal Travel,Eco,590,3,5,3,2,3,3,3,3,3,2,4,5,5,3,0,4.0,neutral or dissatisfied
15037,47101,Female,Loyal Customer,54,Personal Travel,Eco,639,4,4,4,3,2,4,4,2,2,4,2,3,2,4,10,35.0,neutral or dissatisfied
43710,45754,Male,Loyal Customer,41,Business travel,Eco,391,4,5,5,5,4,4,4,4,1,1,3,1,5,4,9,0.0,satisfied
11593,81400,Female,Loyal Customer,52,Personal Travel,Eco,748,4,4,4,3,2,4,3,5,5,4,4,3,5,4,0,0.0,neutral or dissatisfied
15467,67194,Male,Loyal Customer,10,Personal Travel,Eco,985,2,5,2,3,1,2,1,1,3,5,4,4,5,1,0,0.0,neutral or dissatisfied
53079,86234,Female,disloyal Customer,30,Personal Travel,Eco,356,5,1,5,4,5,5,5,5,3,2,3,4,4,5,0,0.0,satisfied
69632,106011,Male,Loyal Customer,50,Personal Travel,Eco,1999,3,1,4,4,2,4,2,2,1,2,2,1,3,2,12,22.0,neutral or dissatisfied
74950,5105,Male,Loyal Customer,59,Personal Travel,Eco,235,3,4,3,3,5,3,5,5,3,1,5,4,5,5,0,0.0,neutral or dissatisfied
73813,85169,Female,disloyal Customer,36,Business travel,Eco,689,3,3,3,4,3,2,2,1,4,3,4,2,4,2,143,126.0,neutral or dissatisfied
28520,42553,Female,Loyal Customer,33,Personal Travel,Eco,1174,4,5,4,1,1,4,1,1,3,3,5,5,5,1,0,32.0,neutral or dissatisfied
40205,23402,Female,Loyal Customer,51,Personal Travel,Eco,300,2,5,2,3,2,4,5,5,5,2,5,5,5,5,0,0.0,neutral or dissatisfied
86490,112899,Female,Loyal Customer,45,Business travel,Eco,715,3,3,3,3,5,2,3,3,3,3,3,4,3,3,33,28.0,neutral or dissatisfied
41721,122942,Female,Loyal Customer,53,Business travel,Eco,590,3,3,3,3,4,3,3,3,3,3,3,4,3,2,36,35.0,neutral or dissatisfied
64333,4879,Female,Loyal Customer,45,Personal Travel,Eco,408,3,1,3,4,2,3,4,1,1,3,1,3,1,1,2,15.0,neutral or dissatisfied
5101,7265,Female,Loyal Customer,19,Personal Travel,Eco,130,3,3,3,5,2,3,2,2,1,3,5,2,4,2,0,0.0,neutral or dissatisfied
10042,33650,Female,Loyal Customer,9,Personal Travel,Eco,399,3,5,3,2,4,3,4,4,4,4,1,1,2,4,0,0.0,neutral or dissatisfied
4082,11074,Female,Loyal Customer,60,Personal Travel,Eco,166,1,5,1,3,2,4,4,3,3,1,3,5,3,4,0,0.0,neutral or dissatisfied
46129,21498,Female,Loyal Customer,13,Personal Travel,Eco,306,2,5,2,1,5,2,5,5,5,2,5,4,5,5,0,6.0,neutral or dissatisfied
38856,59933,Female,Loyal Customer,35,Business travel,Eco,1085,2,5,5,5,2,2,2,2,3,2,3,1,4,2,20,12.0,neutral or dissatisfied
12848,18747,Female,disloyal Customer,26,Business travel,Eco,1167,4,4,4,4,1,4,1,1,2,1,4,1,3,1,0,0.0,neutral or dissatisfied
66741,24760,Male,Loyal Customer,43,Business travel,Eco,447,3,2,2,2,3,3,3,3,4,2,5,3,1,3,0,7.0,satisfied
15549,82193,Male,disloyal Customer,43,Business travel,Eco,427,4,2,4,4,5,4,5,5,3,5,4,2,4,5,1,3.0,neutral or dissatisfied
29134,119668,Female,Loyal Customer,58,Personal Travel,Eco,507,5,5,5,3,3,5,4,4,4,5,4,5,4,3,4,0.0,satisfied
18956,73399,Male,disloyal Customer,23,Business travel,Eco,1182,2,2,2,3,5,2,5,5,4,2,5,3,4,5,0,0.0,neutral or dissatisfied
54505,63360,Female,Loyal Customer,25,Personal Travel,Eco,337,1,4,1,4,4,1,4,4,5,4,4,4,4,4,0,0.0,neutral or dissatisfied
34555,18207,Male,Loyal Customer,55,Business travel,Eco,235,5,3,3,3,4,5,4,4,2,1,3,2,2,4,127,128.0,satisfied
43612,50818,Male,Loyal Customer,63,Personal Travel,Eco,134,4,3,4,2,5,4,4,5,5,2,3,4,5,5,0,0.0,satisfied
79816,77396,Male,Loyal Customer,45,Personal Travel,Eco,626,1,5,1,1,2,1,2,2,3,5,5,3,4,2,0,0.0,neutral or dissatisfied
27263,56703,Female,Loyal Customer,31,Personal Travel,Eco,1068,2,3,2,2,4,2,4,4,3,5,2,3,2,4,0,0.0,neutral or dissatisfied
68715,85824,Female,Loyal Customer,36,Personal Travel,Eco,526,3,4,4,3,2,4,2,2,5,3,5,5,5,2,0,0.0,neutral or dissatisfied
61088,86437,Female,disloyal Customer,25,Business travel,Eco,712,2,2,2,3,5,2,2,5,4,2,4,2,4,5,0,0.0,neutral or dissatisfied
71846,88636,Female,Loyal Customer,33,Personal Travel,Eco,406,2,4,2,4,5,2,5,5,4,4,4,3,4,5,0,0.0,neutral or dissatisfied
74265,1057,Female,Loyal Customer,67,Personal Travel,Eco,270,5,1,5,4,4,3,4,1,1,5,1,2,1,4,0,0.0,satisfied
1036,96512,Male,Loyal Customer,51,Personal Travel,Eco,302,4,5,4,1,5,4,5,5,3,4,4,5,4,5,37,29.0,neutral or dissatisfied
48750,116264,Female,Loyal Customer,48,Personal Travel,Eco,404,2,4,2,1,4,5,5,2,2,2,4,3,2,4,0,0.0,neutral or dissatisfied
73274,93166,Female,Loyal Customer,48,Personal Travel,Eco,1066,1,4,1,4,4,5,5,4,4,1,2,4,4,4,18,26.0,neutral or dissatisfied
18846,123248,Male,Loyal Customer,46,Personal Travel,Eco,468,2,3,2,4,4,2,4,4,1,2,3,2,4,4,2,0.0,neutral or dissatisfied
1319,38446,Female,Loyal Customer,21,Personal Travel,Eco,588,1,5,1,2,4,1,4,4,4,1,1,4,3,4,0,0.0,neutral or dissatisfied
34795,80477,Female,Loyal Customer,41,Personal Travel,Eco,1299,2,4,2,5,3,2,3,3,5,4,5,4,4,3,0,0.0,neutral or dissatisfied
27776,98149,Female,disloyal Customer,22,Business travel,Eco,745,3,3,3,2,4,3,4,4,4,4,3,2,2,4,118,113.0,neutral or dissatisfied
44350,90169,Female,Loyal Customer,46,Personal Travel,Eco,1084,3,5,3,4,3,5,3,3,2,4,5,3,5,3,247,238.0,neutral or dissatisfied
50607,84008,Male,Loyal Customer,11,Personal Travel,Eco,321,2,3,5,4,2,5,2,2,3,2,4,3,3,2,33,13.0,neutral or dissatisfied
44620,53718,Male,Loyal Customer,66,Personal Travel,Eco,1190,1,4,1,3,5,1,5,5,1,4,3,2,3,5,1,0.0,neutral or dissatisfied
80252,86219,Female,Loyal Customer,33,Business travel,Eco,306,3,4,4,4,3,3,3,3,3,4,3,4,3,3,1,8.0,neutral or dissatisfied
98402,76961,Female,disloyal Customer,17,Business travel,Eco,1990,1,1,1,4,3,1,3,3,4,1,3,4,4,3,0,0.0,neutral or dissatisfied
76712,33653,Female,Loyal Customer,57,Personal Travel,Eco,474,2,3,2,4,4,1,1,1,1,2,1,2,1,4,0,0.0,neutral or dissatisfied
61263,104476,Female,Loyal Customer,56,Business travel,Eco,1671,4,3,5,3,3,2,3,4,4,4,4,2,4,1,2,0.0,neutral or dissatisfied
15971,6824,Male,Loyal Customer,54,Personal Travel,Eco,224,4,5,0,3,1,0,1,1,3,2,5,4,4,1,0,30.0,neutral or dissatisfied
23045,21606,Female,disloyal Customer,22,Business travel,Eco,853,2,3,3,3,2,3,2,2,2,3,3,2,4,2,130,109.0,neutral or dissatisfied
3071,16504,Male,Loyal Customer,11,Personal Travel,Eco,246,2,4,2,4,2,2,2,2,3,5,4,4,5,2,46,30.0,neutral or dissatisfied
28008,21792,Male,Loyal Customer,29,Business travel,Eco,241,4,2,2,2,4,4,4,4,2,2,1,4,5,4,0,0.0,satisfied
50556,34124,Female,disloyal Customer,28,Business travel,Eco,1046,2,2,2,3,1,2,1,1,3,1,4,1,3,1,104,90.0,neutral or dissatisfied
100008,67199,Male,Loyal Customer,57,Personal Travel,Eco,1102,1,4,1,1,2,1,2,2,5,3,1,1,4,2,0,0.0,neutral or dissatisfied
80945,75411,Male,disloyal Customer,22,Business travel,Eco,2342,3,3,3,3,3,3,3,3,3,2,2,4,3,3,17,6.0,neutral or dissatisfied
54011,60311,Male,Loyal Customer,50,Personal Travel,Eco,406,4,5,4,4,1,4,1,1,5,1,1,3,3,1,3,0.0,satisfied
16840,7491,Male,disloyal Customer,22,Business travel,Eco,925,3,3,3,4,1,3,1,1,3,4,3,4,3,1,0,0.0,neutral or dissatisfied
84641,117498,Female,disloyal Customer,26,Business travel,Eco,107,1,2,1,4,3,1,3,3,4,5,3,2,4,3,82,69.0,neutral or dissatisfied
90866,86999,Female,Loyal Customer,29,Personal Travel,Eco,907,2,5,2,4,2,2,2,2,5,5,5,3,4,2,0,1.0,neutral or dissatisfied
34266,102816,Female,disloyal Customer,30,Business travel,Eco,342,3,0,3,5,3,3,3,3,2,5,2,4,2,3,0,5.0,neutral or dissatisfied
28515,5381,Female,Loyal Customer,49,Personal Travel,Eco,785,5,5,5,5,3,5,4,1,1,5,1,4,1,5,6,13.0,satisfied
80492,104302,Male,Loyal Customer,9,Personal Travel,Eco,382,3,5,3,1,3,3,3,3,3,2,4,5,4,3,18,40.0,neutral or dissatisfied
37260,109661,Male,Loyal Customer,39,Business travel,Eco,930,3,4,4,4,3,2,3,3,4,5,3,3,3,3,0,0.0,neutral or dissatisfied
45798,115259,Male,disloyal Customer,20,Business travel,Eco,337,3,0,3,3,2,3,2,2,5,5,5,5,5,2,25,18.0,neutral or dissatisfied
21223,120236,Male,Loyal Customer,52,Personal Travel,Eco,1325,2,4,2,3,3,2,3,3,3,3,3,5,4,3,0,7.0,neutral or dissatisfied
69507,17542,Female,disloyal Customer,22,Business travel,Eco,970,1,1,1,3,3,1,3,3,3,4,5,1,4,3,77,71.0,neutral or dissatisfied
46724,42990,Male,Loyal Customer,36,Business travel,Eco,236,3,4,4,4,3,3,3,3,4,5,4,4,2,3,1,0.0,satisfied
27376,90947,Male,Loyal Customer,38,Business travel,Eco,366,5,1,1,1,5,5,5,5,3,1,1,2,2,5,0,0.0,satisfied
82679,95184,Male,Loyal Customer,26,Personal Travel,Eco,677,3,5,3,4,5,3,5,5,1,1,4,4,2,5,15,8.0,neutral or dissatisfied
20793,95344,Female,disloyal Customer,64,Personal Travel,Eco,239,1,5,1,3,3,1,3,3,4,4,5,4,5,3,0,0.0,neutral or dissatisfied
49102,41210,Male,Loyal Customer,52,Business travel,Eco,1091,5,5,5,5,5,5,5,5,5,3,2,3,1,5,0,0.0,satisfied
75010,14208,Female,disloyal Customer,29,Business travel,Eco,620,1,2,1,3,1,1,1,1,4,3,3,1,4,1,143,133.0,neutral or dissatisfied
60144,35908,Male,disloyal Customer,21,Business travel,Eco,1322,1,1,1,1,5,1,4,5,5,3,3,2,4,5,40,34.0,neutral or dissatisfied
53433,40487,Male,Loyal Customer,14,Personal Travel,Eco,188,1,5,1,4,1,5,5,5,3,4,5,5,5,5,148,129.0,neutral or dissatisfied
67154,5092,Male,Loyal Customer,52,Business travel,Eco,122,5,1,1,1,5,5,5,5,3,1,2,2,1,5,0,0.0,satisfied
80221,55552,Female,Loyal Customer,66,Personal Travel,Eco,550,4,0,4,1,1,3,4,3,3,4,3,2,3,3,0,0.0,satisfied
80043,73422,Male,Loyal Customer,57,Business travel,Eco,720,5,4,4,4,5,5,5,5,5,1,2,2,1,5,0,0.0,satisfied
9909,120057,Female,Loyal Customer,20,Personal Travel,Eco,237,1,5,0,2,1,0,4,1,5,2,4,4,5,1,0,0.0,neutral or dissatisfied
46347,87110,Female,Loyal Customer,50,Personal Travel,Eco,594,3,2,3,3,5,3,3,2,2,3,1,1,2,3,67,50.0,neutral or dissatisfied
52835,20543,Male,disloyal Customer,23,Business travel,Eco,606,3,4,3,1,3,3,3,3,5,1,5,4,2,3,0,0.0,neutral or dissatisfied
5566,109560,Male,Loyal Customer,49,Personal Travel,Eco,920,1,2,1,3,5,1,5,5,2,4,3,2,3,5,18,0.0,neutral or dissatisfied
75557,11767,Female,Loyal Customer,32,Personal Travel,Eco,429,3,4,3,1,2,3,2,2,5,5,3,5,2,2,0,5.0,neutral or dissatisfied
70233,36446,Male,disloyal Customer,50,Business travel,Eco,1368,5,5,5,1,5,5,3,5,3,3,3,1,2,5,0,0.0,satisfied
82643,17967,Female,Loyal Customer,28,Personal Travel,Eco,500,1,5,1,3,5,1,5,5,3,3,5,3,5,5,0,3.0,neutral or dissatisfied
29824,13113,Female,disloyal Customer,25,Business travel,Eco,562,3,4,3,3,5,3,2,5,2,3,2,2,1,5,2,0.0,neutral or dissatisfied
6409,21828,Female,Loyal Customer,59,Business travel,Eco,640,3,5,5,5,5,3,4,3,3,3,3,3,3,3,0,0.0,neutral or dissatisfied
82077,46737,Female,Loyal Customer,29,Personal Travel,Eco,73,2,1,2,1,2,3,3,4,5,2,2,3,2,3,141,184.0,neutral or dissatisfied
33955,93494,Female,disloyal Customer,25,Business travel,Eco,1107,1,1,1,4,5,1,5,5,3,3,3,3,3,5,29,9.0,neutral or dissatisfied
85648,21513,Female,Loyal Customer,70,Personal Travel,Eco,399,3,4,3,1,3,4,4,4,4,3,4,5,4,3,1,,neutral or dissatisfied
95561,40871,Male,Loyal Customer,22,Personal Travel,Eco,590,2,1,2,3,3,2,3,3,4,5,3,2,4,3,0,0.0,neutral or dissatisfied
84471,120109,Female,Loyal Customer,25,Business travel,Eco,1576,4,3,3,3,4,1,4,1,4,2,2,4,1,4,200,188.0,neutral or dissatisfied
64669,99841,Female,disloyal Customer,30,Business travel,Eco,534,3,1,3,3,2,3,2,2,3,5,2,1,3,2,25,19.0,neutral or dissatisfied
9595,60831,Female,Loyal Customer,28,Personal Travel,Eco,680,4,1,4,2,1,4,1,1,1,4,2,2,3,1,0,0.0,satisfied
17632,40272,Female,Loyal Customer,10,Personal Travel,Eco,436,0,5,0,2,2,0,2,2,3,5,4,4,5,2,0,0.0,satisfied
10153,10129,Female,disloyal Customer,20,Business travel,Eco,946,2,2,2,3,2,2,2,2,1,5,3,3,4,2,0,0.0,neutral or dissatisfied
24412,25722,Female,disloyal Customer,20,Business travel,Eco,528,0,1,0,4,1,0,1,1,1,2,2,5,1,1,0,0.0,satisfied
17869,107188,Male,Loyal Customer,41,Business travel,Eco,402,3,5,5,5,3,3,3,3,1,3,4,2,3,3,15,27.0,neutral or dissatisfied
25359,110600,Male,Loyal Customer,35,Personal Travel,Eco,488,2,0,3,2,5,3,4,5,5,4,5,5,4,5,21,35.0,neutral or dissatisfied
63800,53886,Male,Loyal Customer,57,Personal Travel,Eco,224,2,5,0,1,4,0,3,4,3,3,4,3,4,4,0,0.0,neutral or dissatisfied
95437,51733,Female,Loyal Customer,15,Personal Travel,Eco,370,3,2,3,3,4,3,4,4,4,3,1,3,3,4,0,0.0,neutral or dissatisfied
37457,24602,Male,disloyal Customer,12,Business travel,Eco,526,3,3,3,4,1,3,1,1,3,1,3,1,4,1,48,43.0,neutral or dissatisfied
54788,58929,Female,Loyal Customer,48,Personal Travel,Eco,888,1,5,1,3,2,4,2,3,3,1,3,3,3,2,27,9.0,neutral or dissatisfied
59919,113107,Male,Loyal Customer,7,Personal Travel,Eco,479,2,3,2,4,2,2,2,2,2,5,3,1,4,2,0,0.0,neutral or dissatisfied
33860,74715,Male,Loyal Customer,51,Personal Travel,Eco,1235,5,2,5,4,5,5,5,5,4,2,4,2,4,5,0,0.0,satisfied
4791,47215,Male,Loyal Customer,59,Personal Travel,Eco,908,2,3,2,1,4,2,4,4,4,2,2,2,2,4,39,34.0,neutral or dissatisfied
24237,67411,Male,Loyal Customer,60,Business travel,Eco,592,2,4,1,1,3,2,3,3,2,2,3,2,3,3,0,7.0,neutral or dissatisfied
103690,49113,Male,Loyal Customer,31,Business travel,Eco,308,2,5,3,5,2,2,2,2,4,3,2,3,2,2,0,0.0,neutral or dissatisfied
37047,36672,Male,Loyal Customer,48,Personal Travel,Eco,1091,1,1,1,3,3,1,3,3,1,4,3,1,4,3,0,0.0,neutral or dissatisfied
99343,76803,Male,Loyal Customer,60,Personal Travel,Eco,689,3,5,3,2,5,3,5,5,5,4,5,3,5,5,0,1.0,neutral or dissatisfied
94416,36413,Female,Loyal Customer,51,Business travel,Eco,369,4,5,5,5,2,5,2,4,4,4,4,4,4,5,0,0.0,satisfied
36346,14302,Male,Loyal Customer,46,Business travel,Eco,395,5,4,4,4,4,5,4,4,4,2,5,5,1,4,12,10.0,satisfied
59693,13986,Male,Loyal Customer,57,Personal Travel,Eco,372,3,0,3,4,4,3,4,4,3,3,4,5,5,4,0,0.0,neutral or dissatisfied
61874,38956,Male,Loyal Customer,37,Business travel,Eco,1265,5,4,4,4,5,5,5,5,5,4,5,1,4,5,0,0.0,satisfied
92464,18746,Female,disloyal Customer,28,Business travel,Eco,1167,2,2,2,4,2,2,2,2,2,4,1,2,3,2,0,0.0,neutral or dissatisfied
15133,91481,Female,Loyal Customer,46,Personal Travel,Eco,859,5,5,5,4,2,5,4,1,1,5,1,5,1,3,0,4.0,satisfied
43394,109945,Female,Loyal Customer,47,Personal Travel,Eco,1204,1,1,1,3,1,4,3,2,2,1,1,2,2,3,0,0.0,neutral or dissatisfied
40400,53102,Female,disloyal Customer,25,Business travel,Eco,1129,2,2,2,3,1,2,1,1,1,3,3,1,3,1,29,30.0,neutral or dissatisfied
100465,70622,Female,Loyal Customer,12,Business travel,Eco,1217,1,5,5,5,1,1,3,1,4,4,4,3,3,1,0,0.0,neutral or dissatisfied
20265,75436,Female,disloyal Customer,14,Business travel,Eco,1498,3,3,3,4,1,3,1,1,5,3,3,5,4,1,0,0.0,neutral or dissatisfied
39440,121837,Female,Loyal Customer,49,Business travel,Eco,449,2,1,1,1,3,2,3,2,2,2,2,3,2,4,83,86.0,neutral or dissatisfied
56672,78252,Male,disloyal Customer,23,Business travel,Eco,903,2,2,2,4,3,2,2,3,3,2,4,4,3,3,0,0.0,neutral or dissatisfied
68558,35638,Female,Loyal Customer,40,Personal Travel,Eco,1626,4,5,4,4,4,4,5,4,5,4,4,3,5,4,0,9.0,neutral or dissatisfied
46665,127359,Male,Loyal Customer,18,Personal Travel,Eco,507,3,5,3,4,4,3,4,4,3,3,5,5,4,4,0,0.0,neutral or dissatisfied
103142,76518,Male,Loyal Customer,41,Business travel,Eco,481,1,3,3,3,1,1,1,1,3,3,4,2,4,1,0,0.0,neutral or dissatisfied
87054,20795,Male,disloyal Customer,24,Business travel,Eco,508,3,0,3,5,5,3,4,5,4,5,1,3,4,5,0,0.0,neutral or dissatisfied
78248,103509,Male,disloyal Customer,25,Business travel,Eco,1256,2,2,2,3,3,2,3,3,5,2,4,5,4,3,0,0.0,neutral or dissatisfied
61839,36071,Male,disloyal Customer,22,Business travel,Eco,413,2,0,2,5,1,2,1,1,4,5,3,4,4,1,0,0.0,neutral or dissatisfied
98791,113721,Female,Loyal Customer,27,Personal Travel,Eco,223,3,2,3,3,5,3,3,5,4,3,4,1,3,5,3,0.0,neutral or dissatisfied
62175,20842,Male,Loyal Customer,8,Personal Travel,Eco,508,4,5,4,1,3,4,3,3,4,2,5,3,5,3,0,0.0,satisfied
94179,51747,Male,Loyal Customer,45,Personal Travel,Eco,370,3,5,3,3,4,3,4,4,1,2,2,5,1,4,0,0.0,neutral or dissatisfied
58131,24836,Female,Loyal Customer,65,Personal Travel,Eco,861,2,5,2,4,5,4,5,2,2,2,2,5,2,3,0,0.0,neutral or dissatisfied
40601,39319,Female,Loyal Customer,49,Personal Travel,Eco,67,2,5,2,1,5,4,5,5,5,2,5,4,5,3,0,0.0,neutral or dissatisfied
85837,48587,Male,Loyal Customer,30,Personal Travel,Eco,916,2,5,2,3,1,2,1,1,3,5,3,5,4,1,0,0.0,neutral or dissatisfied
70882,27672,Female,disloyal Customer,37,Business travel,Eco,1216,4,4,4,3,4,4,4,4,2,4,5,4,3,4,0,0.0,neutral or dissatisfied
54854,80878,Female,Loyal Customer,64,Personal Travel,Eco,484,1,0,1,1,1,3,1,2,2,1,2,4,2,3,15,3.0,neutral or dissatisfied
38009,103578,Female,Loyal Customer,60,Personal Travel,Eco,689,0,5,1,4,5,5,4,3,3,1,3,3,3,5,0,0.0,satisfied
75379,47210,Male,Loyal Customer,34,Personal Travel,Eco,954,4,3,4,5,1,4,1,1,4,2,1,4,1,1,0,0.0,neutral or dissatisfied
60860,20868,Male,Loyal Customer,63,Personal Travel,Eco,534,0,5,0,4,1,0,2,1,3,2,1,1,2,1,6,1.0,satisfied
61930,51752,Female,Loyal Customer,54,Personal Travel,Eco,451,5,2,5,4,3,4,4,4,4,5,4,2,4,2,0,0.0,satisfied
61107,34793,Male,Loyal Customer,53,Personal Travel,Eco,209,1,2,1,4,3,1,3,3,4,3,3,3,3,3,0,2.0,neutral or dissatisfied
36906,56876,Female,disloyal Customer,23,Business travel,Eco,2454,2,2,2,3,2,4,4,1,5,2,3,4,4,4,0,33.0,neutral or dissatisfied
42459,98408,Female,Loyal Customer,8,Personal Travel,Eco,675,3,3,3,3,3,3,3,3,2,3,3,2,3,3,8,14.0,neutral or dissatisfied
75631,93370,Male,Loyal Customer,67,Personal Travel,Eco,836,4,4,4,3,3,4,5,3,4,2,3,2,4,3,10,7.0,neutral or dissatisfied
94596,102507,Male,Loyal Customer,7,Personal Travel,Eco,414,3,2,3,4,2,3,2,2,4,3,4,2,3,2,12,0.0,neutral or dissatisfied
18225,110367,Male,Loyal Customer,47,Business travel,Eco,919,4,3,3,3,4,4,4,4,3,1,3,1,4,4,5,0.0,neutral or dissatisfied
